field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,field16,field17,field18,field19,field20,field21,field22,field23,field24,field25,field26,field27,field28,field29,field30
ЗВН-01,500/500/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,500,500х,500,500х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 500х500х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","5632,16"
ЗВН-01,500/600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,500,500х,600,600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 500х600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","5856,61"
ЗВН-01,500/700/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,500,500х,700,700х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 500х700х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","6084,08"
ЗВН-01,600/500/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,600,600х,500,500х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 600х500х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","6130,63"
ЗВН-01,600/600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,600,600х,600,600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 600х600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","6371,32"
ЗВН-01,600/700/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,600,600х,700,700х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 600х700х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","6615,02"
ЗВН-01,700/500/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,700,700х,500,500х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 700х500х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","6797,31"
ЗВН-01,700/600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,700,700х,600,600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 700х600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","7054,24"
ЗВН-01,700/700/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,700,700х,700,700х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 700х700х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","7314,18"
ЗВН-01,800/700/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,800,800х,700,700х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 800х700х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","7726,03"
ЗВН-01,800/600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,800,800х,600,600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 800х600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","7449,86"
ЗВН-01,800/500/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,800,800х,500,500х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 800х500х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","7176,69"
ЗВН-01,900/500/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,900,900х,500,500х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 900х500х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","7555,03"
ЗВН-01,900/600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,900,900х,600,600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 900х600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","7844,43"
ЗВН-01,900/700/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,900,900х,700,700х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 900х700х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","8136,84"
ЗВН-01,1000/700/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1000,1000х,700,700х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1000х700х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","8548,69"
ЗВН-01,1000/600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1000,1000х,600,600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1000х600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","8240,05"
ЗВН-01,1000/500/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1000,1000х,500,500х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1000х500х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","7934,4"
ЗВН-01,1100/500/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1100,1100х,500,500х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1100х500х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","8433,91"
ЗВН-01,1100/600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1100,1100х,600,600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1100х600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","8755,79"
ЗВН-01,1100/700/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1100,1100х,700,700х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1100х700х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","9080,68"
ЗВН-01,1200/700/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1200,1200х,700,700х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1200х700х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","9611,62"
ЗВН-01,1200/600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1200,1200х,600,600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1200х600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","9270,5"
ЗВН-01,1200/500/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1200,1200х,500,500х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1200х500х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","8932,38"
ЗВН-01,1300/500/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1300,1300х,500,500х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1300х500х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","9478,93"
ЗВН-01,1300/600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1300,1300х,600,600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1300х600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","9833,29"
ЗВН-01,1300/700/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1300,1300х,700,700х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1300х700х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","10190,65"
ЗВН-01,1400/700/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1400,1400х,700,700х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1400х700х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","10602,5"
ЗВН-01,1400/600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1400,1400х,600,600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1400х600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","10228,9"
ЗВН-01,1400/500/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1400,1400х,500,500х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1400х500х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","9858,31"
ЗВН-01,1500/500/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1500,1500х,500,500х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1500х500х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","10236,65"
ЗВН-01,1500/600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1500,1500х,600,600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1500х600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","10623,48"
ЗВН-01,1500/700/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1500,1500х,700,700х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1500х700х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","11013,31"
ЗВН-01,1600/700/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1600,1600х,700,700х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1600х700х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","11545,29"
ЗВН-01,1600/600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1600,1600х,600,600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-01, габариты зонта: 1600х600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","11139,22"
