field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,field16,field17,field18,field19,field20,field21,field22,field23,field24,field25,field26,field27,field28,field29,field30
ЗВН-02 ПРЕМИУМ,1400/1200/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1400,1800х,1200,1200х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1800х1200х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","31772,25"
ЗВН-02 ПРЕМИУМ,1500/800/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1500,500х,800,800х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 500х800х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","28411,16"
ЗВН-02 ПРЕМИУМ,1500/900/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1500,600х,900,900х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 600х900х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","29610,16"
ЗВН-02 ПРЕМИУМ,1500/1000/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1500,700х,1000,1000х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 700х1000х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","30812,04"
ЗВН-02 ПРЕМИУМ,1500/1100/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1500,800х,1100,1100х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 800х1100х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","32016,03"
ЗВН-02 ПРЕМИУМ,1500/1200/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1500,900х,1200,1200х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 900х1200х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","33221,61"
ЗВН-02 ПРЕМИУМ,1600/1200/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1600,1000х,1200,1200х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1000х1200х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","34880,39"
ЗВН-02 ПРЕМИУМ,1600/1100/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1600,1100х,1100,1100х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1100х1100х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","33625,3"
ЗВН-02 ПРЕМИУМ,1600/1000/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1600,1200х,1000,1000х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1200х1000х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","32371,78"
ЗВН-02 ПРЕМИУМ,1600/900/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1600,1300х,900,900х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1300х900х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","31120,38"
ЗВН-02 ПРЕМИУМ,1600/800/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1600,1400х,800,800х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1400х800х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","29871,87"
ЗВН-02 ПРЕМИУМ,1700/800/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1700,1500х,800,800х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1500х800х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","31331,07"
ЗВН-02 ПРЕМИУМ,1700/900/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1700,1600х,900,900х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1600х900х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","32629,1"
ЗВН-02 ПРЕМИУМ,1700/1000/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1700,1700х,1000,1000х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1700х1000х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","33930,03"
ЗВН-02 ПРЕМИУМ,1700/1100/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1700,1800х,1100,1100х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1800х1100х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","35233,06"
ЗВН-02 ПРЕМИУМ,1700/1200/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1700,1900х,1200,1200х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1900х1200х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","36537,67"
ЗВН-02 ПРЕМИУМ,1800/1200/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1800,2000х,1200,1200х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 2000х1200х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","38196,45"
ЗВН-02 ПРЕМИУМ,1800/1000/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1800,500х,1000,1000х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 500х1000х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","35489,77"
ЗВН-02 ПРЕМИУМ,1800/900/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1800,600х,900,900х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 600х900х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","34139,33"
ЗВН-02 ПРЕМИУМ,1800/800/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1800,700х,800,800х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 700х800х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","32791,78"
ЗВН-02 ПРЕМИУМ,1900/1000/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1900,800х,1000,1000х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 800х1000х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","36923,02"
ЗВН-02 ПРЕМИУМ,1900/900/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1900,900х,900,900х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 900х900х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","35523,06"
ЗВН-02 ПРЕМИУМ,1900/800/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,1900,1000х,800,800х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1000х800х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","34125,99"
ЗВН-02 ПРЕМИУМ,2000/800/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,2000,1100х,800,800х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1100х800х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","35377,28"
ЗВН-02 ПРЕМИУМ,2000/900/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,2000,1200х,900,900х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1200х900х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","36823,87"
ЗВН-02 ПРЕМИУМ,2000/1000/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,2000,1300х,1000,1000х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1300х1000х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","38273,35"
ЗВН-02 ПРЕМИУМ,2000/1100/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,2000,1400х,1100,1100х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1400х1100х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","39724,93"
ЗВН-02 ПРЕМИУМ,2000/1200/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,2000,1500х,1200,1200х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-02 ПРЕМИУМ, габариты зонта: 1500х1200х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","41178,1"
ЗВН-03,500/500/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,500,1600х,500,500х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-03, габариты зонта: 1600х500х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","5764,05"
ЗВН-03,500/600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,500,1700х,600,600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-03, габариты зонта: 1700х600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","5991,37"
ЗВН-03,500/700/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,500,1800х,700,700х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-03, габариты зонта: 1800х700х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","6218,68"
ЗВН-03,500/800/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,500,1900х,800,800х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-03, габариты зонта: 1900х800х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.",6446
ЗВН-03,500/900/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/без.подсв/вент.нет/сборн,Стандарт,-,500,2000х,900,900х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.прит,Врезка в верхней части зонта,-,Без дополнительной врезки,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт вытяжной FINIST ЗВН-03, габариты зонта: 2000х900х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","6673,32"
